ID,total_length_of_exons,mean,std,min,25%,50%,75%,max
AKT1 NM_001014431.2,1443,614.1656271656271,93.58946047352221,362,543.5,623.0,674.0,790
AKT1 NM_001014432.2,1443,614.1656271656271,93.58946047352221,362,543.5,623.0,674.0,790
AKT1 NM_001382430.1,1443,614.1656271656271,93.58946047352221,362,543.5,623.0,674.0,790
AKT1 NM_001382431.1,1443,614.1656271656271,93.58946047352221,362,543.5,623.0,674.0,790
AKT1 NM_001382432.1,1443,614.1656271656271,93.58946047352221,362,543.5,623.0,674.0,790
AKT1 NM_001382433.1,1443,614.1656271656271,93.58946047352221,362,543.5,623.0,674.0,790
AKT1 NM_005163.2,1443,614.1656271656271,93.58946047352222,362,543.5,623.0,674.0,790
ALK NM_001353765.2,1659,1031.66968053044,140.38470962959929,650,923.0,1045.0,1157.0,1287
ALK NM_004304.5,4863,940.3719925971623,193.92433761053945,283,818.0,952.0,1085.0,1378
APC NM_000038.6,8532,1321.1517815283637,218.4694343238548,552,1203.0,1331.0,1471.0,1758
APC NM_001127510.3,8532,1321.1517815283637,218.4694343238548,552,1203.0,1331.0,1471.0,1758
APC NM_001127511.3,8478,1325.54635527247,216.1674191600857,552,1213.0,1335.0,1472.0,1758
APC NM_001354895.2,8532,1321.1517815283637,218.4694343238548,552,1203.0,1331.0,1471.0,1758
APC NM_001354896.2,8586,1322.0236431399953,218.07324812838758,552,1204.0,1333.0,1472.0,1758
APC NM_001354897.2,8562,1322.8687222611538,216.862952250611,552,1207.0,1333.0,1470.0,1758
APC NM_001354898.2,8457,1326.650940049663,216.6358472178376,552,1212.0,1335.0,1479.0,1758
APC NM_001354899.2,8448,1323.8218513257575,217.8138120974201,552,1208.0,1333.0,1473.0,1758
APC NM_001354900.2,8409,1329.5579735997146,211.93772928092193,552,1214.0,1337.0,1477.0,1758
APC NM_001354901.2,8355,1328.7163375224416,212.34472497914737,552,1213.0,1335.0,1476.0,1758
APC NM_001354902.2,8259,1321.6320377769705,213.9350700277871,552,1208.0,1331.0,1462.0,1758
APC NM_001354903.2,8229,1319.8473690606393,215.60191385308886,552,1204.0,1330.0,1462.0,1758
APC NM_001354904.2,8154,1325.5388766249694,213.6799443753402,552,1212.0,1335.0,1471.0,1758
APC NM_001354905.2,8052,1327.667908594138,209.13527151588622,552,1213.75,1334.0,1468.0,1758
APC NM_001354906.2,7683,1355.6086164258752,189.81021575345437,624,1236.0,1349.0,1494.0,1758
ATM NM_000051.4,9171,1184.492421764257,234.21488707724265,551,1025.0,1181.0,1348.0,1788
ATM NM_001351834.2,9171,1184.492421764257,234.21488707724262,551,1025.0,1181.0,1348.0,1788
ATM NM_001351835.2,339,1072.3274336283187,126.14463679878901,747,982.5,1093.0,1149.5,1297
ATM NM_001351836.2,339,1072.3274336283187,126.144636798789,747,982.5,1093.0,1149.5,1297
