ID,total_length_of_exons,mean,std,min,25%,50%,75%,max
AKT1 NM_001014431.2,1443,1210.8967428967428,181.84306003950098,779,1080.0,1210.0,1349.5,1617
AKT1 NM_001014432.2,1443,1210.8967428967428,181.84306003950098,779,1080.0,1210.0,1349.5,1617
AKT1 NM_001382430.1,1443,1210.8967428967428,181.84306003950098,779,1080.0,1210.0,1349.5,1617
AKT1 NM_001382431.1,1443,1210.8967428967428,181.84306003950098,779,1080.0,1210.0,1349.5,1617
AKT1 NM_001382432.1,1443,1210.8967428967428,181.84306003950098,779,1080.0,1210.0,1349.5,1617
AKT1 NM_001382433.1,1443,1210.8967428967428,181.84306003950098,779,1080.0,1210.0,1349.5,1617
AKT1 NM_005163.2,1443,1210.8967428967428,181.84306003950098,779,1080.0,1210.0,1349.5,1617
ALK NM_001353765.2,1659,938.0313441832429,89.21474333476829,639,874.0,964.0,1001.0,1140
ALK NM_004304.5,4863,858.4717252724655,192.32838614322972,225,777.0,912.0,994.0,1150
APC NM_000038.6,8532,972.2415611814346,137.3438432516989,432,936.0,999.0,1061.0,1263
APC NM_001127510.3,8532,972.2415611814346,137.3438432516989,432,936.0,999.0,1061.0,1263
APC NM_001127511.3,8478,974.5803255484784,135.89192546355875,432,940.0,1000.0,1061.0,1263
APC NM_001354895.2,8532,972.2415611814346,137.3438432516989,432,936.0,999.0,1061.0,1263
APC NM_001354896.2,8586,971.5846727230376,137.16853198496707,432,933.0,999.0,1060.0,1263
APC NM_001354897.2,8562,972.2116327960757,137.3411758691119,432,937.0,999.0,1061.0,1263
APC NM_001354898.2,8457,974.4213077923614,136.21278356966909,432,939.0,1001.0,1062.0,1263
APC NM_001354899.2,8448,974.6189630681819,135.8888711467608,432,939.0,1001.0,1062.0,1263
APC NM_001354900.2,8409,976.034843619931,133.93796350331107,432,940.0,1001.0,1062.0,1263
APC NM_001354901.2,8355,976.7344105326152,134.07726738353753,432,941.0,1002.0,1063.0,1263
APC NM_001354902.2,8259,976.4984864995762,134.855425546605,432,941.0,1002.0,1063.0,1263
APC NM_001354903.2,8229,976.545145218131,134.84785556878964,432,941.0,1003.0,1063.0,1263
APC NM_001354904.2,8154,978.8454746136865,133.55445153325473,432,944.0,1004.0,1064.0,1263
APC NM_001354905.2,8052,981.3016641828117,131.17471136224702,432,946.0,1005.0,1064.0,1263
APC NM_001354906.2,7683,995.4987635038397,116.18793004004114,461,956.0,1010.0,1067.0,1263
ATM NM_000051.4,9171,778.76698288082,122.93090107312133,440,687.0,783.0,866.0,1146
ATM NM_001351834.2,9171,778.76698288082,122.93090107312133,440,687.0,783.0,866.0,1146
ATM NM_001351835.2,339,717.2330383480826,82.1813658526302,555,657.5,720.0,756.5,892
ATM NM_001351836.2,339,717.2330383480826,82.18136585263018,555,657.5,720.0,756.5,892
BAP1 NM_004656.4,2190,995.2534246575342,143.57719633082326,606,910.25,988.0,1093.75,1342
BRAF NM_001354609.2,2304,1089.021701388889,288.79425544464146,75,1010.0,1134.0,1261.0,1564
BRAF NM_001374244.1,2421,1093.4894671623297,283.45616433543523,75,1014.0,1138.0,1268.0,1564
BRAF NM_001374258.1,2424,1093.9921617161717,283.4429608069026,75,1014.0,1139.5,1265.0,1564
BRAF NM_001378467.1,2313,1088.355382619974,288.42986520708365,75,1008.0,1133.0,1261.0,1564
BRAF NM_001378468.1,2277,1067.8036890645587,294.26812884847146,75,993.0,1113.0,1243.0,1564
BRAF NM_001378469.1,2235,1079.7619686800895,287.9075775613601,75,1004.0,1125.0,1252.0,1564
BRAF NM_001378470.1,2202,1092.4604904632154,294.46959768887643,75,1014.0,1146.5,1270.75,1564
BRAF NM_001378471.1,2193,1080.1445508435932,289.8808709327808,75,1006.0,1128.0,1254.0,1564
BRAF NM_001378472.1,2148,1152.4706703910615,160.27086869348017,729,1035.0,1152.0,1276.0,1564
BRAF NM_001378473.1,2145,1151.9850815850816,160.25099180458142,729,1035.0,1151.0,1276.0,1564
BRAF NM_001378474.1,2136,1073.2397003745318,301.23969097068914,0,1002.0,1117.0,1248.0,1564
BRAF NM_001378475.1,2040,1071.592156862745,299.1617672088862,75,997.0,1112.0,1244.25,1564
BRAF NM_004333.6,2301,1088.4863102998697,288.80560696921805,75,1010.0,1133.0,1263.0,1564
BRCA1 NM_007294.4,5592,1045.749642346209,90.80781120672039,617,997.0,1055.0,1108.0,1254
BRCA1 NM_007297.4,5451,1047.2951751972116,90.6188611340419,617,1000.5,1056.0,1110.0,1254
BRCA1 NM_007298.3,2280,1029.8631578947368,118.03120437556449,617,952.0,1051.0,1121.0,1254
BRCA1 NM_007299.4,2100,1024.0366666666666,120.91470142150095,617,947.0,1041.0,1121.0,1254
BRCA1 NM_007300.4,5655,1043.5046861184792,92.66967213346933,617,994.0,1054.0,1107.0,1254
BRCA2 NM_000059.4,10257,921.8923661889442,78.35083329754518,672,874.0,926.0,976.0,1189
BRIP1 NM_032043.3,3750,914.0290666666667,138.3274591373043,537,810.0,921.0,1015.0,1202
CDK4 NM_000075.4,912,999.6392543859649,121.77774069218596,676,915.0,999.0,1095.0,1207
CDKN2A NM_000077.5,471,480.39915074309977,152.2753871483902,206,370.5,442.0,609.0,826
CDKN2A NM_001195132.2,504,502.906746031746,170.17103206247452,206,374.0,470.5,638.5,852
CDKN2A NM_001363763.2,318,476.8867924528302,147.30958328156288,272,374.0,409.5,611.25,826
CDKN2A NM_058195.4,399,442.49874686716794,108.02067721954175,268,370.5,409.0,544.0,638
CDKN2A NM_058197.5,351,646.2934472934473,180.98707747815098,206,541.5,702.0,797.5,849
CHEK2 NM_001005735.2,1761,831.282793867121,177.99293456459765,401,752.0,852.0,943.0,1218
CHEK2 NM_001257387.2,969,831.4365325077399,143.62930918648036,451,761.0,827.0,900.0,1218
CHEK2 NM_001349956.2,1431,873.7232704402516,145.57198592956874,491,777.5,862.0,975.0,1218
CHEK2 NM_007194.4,1632,856.6770833333334,158.85371269614467,451,776.0,859.0,957.0,1218
CHEK2 NM_145862.2,1545,859.0038834951456,162.7500029382835,451,773.0,867.0,965.0,1218
CTNNB1 NM_001098209.2,2346,905.3508098891731,100.51304699166418,555,842.0,931.0,982.75,1068
CTNNB1 NM_001098210.2,2346,905.3508098891731,100.51304699166418,555,842.0,931.0,982.75,1068
CTNNB1 NM_001330729.2,2325,906.7187096774194,99.8877124224933,555,845.0,933.0,983.0,1068
CTNNB1 NM_001904.4,2346,905.3508098891731,100.51304699166418,555,842.0,931.0,982.75,1068
DDR2 NM_001014796.3,2568,917.6503115264798,119.41881396190504,563,831.0,924.5,1006.0,1173
DDR2 NM_001354982.2,2568,917.6503115264798,119.41881396190504,563,831.0,924.5,1006.0,1173
DDR2 NM_001354983.2,2568,917.6503115264798,119.41881396190504,563,831.0,924.5,1006.0,1173
DDR2 NM_006182.4,2568,917.6503115264798,119.41881396190504,563,831.0,924.5,1006.0,1173
DPYD NM_000110.4,3078,775.9067576348278,121.80779469864463,477,695.0,776.0,855.0,1037
DPYD NM_001160301.1,522,684.4386973180077,65.37446451763645,514,633.25,688.0,737.0,816
EGFR NM_001346897.2,3276,1178.5079365079366,212.52568469375618,142,1097.75,1214.0,1303.0,1497
EGFR NM_001346898.2,3411,1176.2107886250367,209.87759974512235,142,1095.5,1211.0,1298.0,1497
EGFR NM_001346899.2,3498,1180.4148084619783,206.67706856344864,142,1101.0,1220.5,1304.0,1497
EGFR NM_001346900.2,3474,1203.181922855498,133.45983048553003,826,1107.0,1222.0,1305.0,1497
EGFR NM_001346941.2,2832,1168.3827683615818,219.6004842612529,142,1093.0,1210.0,1298.0,1497
EGFR NM_005228.5,3633,1178.18717313515,204.36415218100194,142,1097.0,1217.0,1300.0,1497
EGFR NM_201282.2,1887,1150.250662427133,249.44875645694702,142,1082.5,1214.0,1293.0,1436
EGFR NM_201283.2,1218,1117.2528735632184,292.28250327619503,142,1049.25,1203.0,1286.75,1436
EGFR NM_201284.2,2118,1148.8692162417374,239.83447367470814,142,1081.0,1211.0,1288.0,1436
ERBB2 NM_001005862.3,3678,979.9312126155519,149.91636105016238,496,879.0,992.0,1084.0,1305
ERBB2 NM_001289936.2,3723,979.1074402363686,149.40237299093073,496,878.0,991.0,1082.0,1305
ERBB2 NM_001289937.2,3168,933.8371212121212,162.20382297508107,262,848.0,961.0,1044.0,1234
ERBB2 NM_001289938.2,1812,933.4370860927153,139.19177810528845,496,843.0,960.0,1030.0,1217
ERBB2 NM_001382782.1,3678,979.9312126155519,149.91636105016235,496,879.0,992.0,1084.0,1305
ERBB2 NM_001382783.1,3678,979.9312126155519,149.91636105016235,496,879.0,992.0,1084.0,1305
ERBB2 NM_001382784.1,3885,937.8756756756757,236.68087806374987,2,856.0,981.0,1077.0,1305
ERBB2 NM_001382785.1,3870,944.4552971576228,218.22450551327972,76,858.0,982.5,1078.0,1305
ERBB2 NM_001382786.1,3849,937.7890361132762,237.71275222854504,2,856.0,982.0,1079.0,1305
ERBB2 NM_001382787.1,3843,958.3497267759562,182.07661089521991,262,862.0,984.0,1079.0,1305
ERBB2 NM_001382788.1,3798,964.0508162190627,174.83250511260135,262,867.0,987.0,1080.0,1305
ERBB2 NM_001382789.1,3789,965.8888888888889,172.59760275515825,262,868.0,987.0,1081.0,1305
ERBB2 NM_001382790.1,3765,967.280743691899,172.07740690621125,262,870.0,989.0,1081.0,1305
ERBB2 NM_001382791.1,3759,967.4269752593775,172.39076471677683,262,870.0,989.0,1081.0,1305
ERBB2 NM_001382792.1,3732,967.0996784565916,173.23139679978806,262,869.0,989.0,1082.0,1305
ERBB2 NM_001382793.1,3726,966.9822866344606,173.3458016061381,262,869.0,989.0,1082.0,1305
ERBB2 NM_001382794.1,3726,967.7171229200214,173.2380972775262,262,870.0,990.0,1082.0,1305
ERBB2 NM_001382795.1,3720,967.3725806451613,173.56944006708636,262,868.0,991.0,1082.0,1305
ERBB2 NM_001382796.1,3681,969.2341754957891,172.93257681881795,262,873.0,991.0,1084.0,1305
ERBB2 NM_001382797.1,3669,967.8639956391387,174.52323678596727,262,869.0,992.0,1084.0,1305
ERBB2 NM_001382798.1,3612,961.046788482835,172.75076939942616,262,864.0,981.5,1074.25,1305
ERBB2 NM_001382799.1,3588,969.438127090301,171.93002322629513,262,873.0,992.0,1081.0,1305
ERBB2 NM_001382800.1,3582,965.9430485762144,174.71661371502458,262,868.0,987.0,1080.0,1305
ERBB2 NM_001382801.1,3564,961.4517396184062,173.87063325632985,262,862.0,984.0,1076.0,1305
ERBB2 NM_001382802.1,3510,967.011396011396,177.989229250854,262,864.0,989.0,1089.0,1305
ERBB2 NM_001382803.1,3126,933.480166346769,163.0895118838128,262,847.0,961.0,1045.0,1234
ERBB2 NM_001382804.1,2940,972.2697278911564,181.82908821413412,262,870.0,991.0,1098.0,1305
ERBB2 NM_001382805.1,2817,959.2176073837416,183.3657969342279,262,862.0,978.0,1075.0,1305
ERBB2 NM_001382806.1,2730,982.3677655677656,184.02542239515017,262,882.0,1009.0,1109.0,1305
ERBB2 NM_004448.4,3768,966.9089702760085,172.5125417406489,262,870.0,989.0,1081.0,1305
ESR1 NM_000125.4,1788,778.5240492170022,197.71985342847645,95,685.0,812.0,903.0,1136
ESR1 NM_001122740.2,1788,778.5240492170022,197.71985342847645,95,685.0,812.0,903.0,1136
ESR1 NM_001122741.2,1788,778.5240492170022,197.71985342847645,95,685.0,812.0,903.0,1136
ESR1 NM_001122742.2,1788,778.5240492170022,197.71985342847645,95,685.0,812.0,903.0,1136
ESR1 NM_001291230.2,1794,778.3311036789298,197.41749188956902,95,685.5,811.5,902.0,1136
ESR1 NM_001291241.2,1785,778.7960784313725,197.77446979803835,95,687.0,813.0,903.0,1136
ESR1 NM_001328100.2,933,832.8960342979635,110.55328524791165,607,760.0,840.0,889.0,1136
ESR1 NM_001385568.1,1788,778.5240492170022,197.71985342847645,95,685.0,812.0,903.0,1136
ESR1 NM_001385569.1,1788,778.5240492170022,197.71985342847645,95,685.0,812.0,903.0,1136
ESR1 NM_001385570.1,1401,745.3069236259814,203.72172551028106,95,656.0,786.0,879.0,1136
ESR1 NM_001385571.1,1401,745.3069236259814,203.7217255102811,95,656.0,786.0,879.0,1136
ESR1 NM_001385572.1,1401,745.3069236259814,203.72172551028106,95,656.0,786.0,879.0,1136
FGFR1 NM_001174063.2,2463,908.8107998375964,140.9636209021353,497,816.0,910.0,1019.0,1206
FGFR1 NM_001174064.2,2439,907.3161131611316,142.2560535551065,497,810.0,907.0,1020.0,1206
FGFR1 NM_001174065.2,2463,908.3191230207065,141.70190901753705,497,816.0,910.0,1019.0,1206
FGFR1 NM_001174066.2,2202,906.9309718437784,135.7215183199929,497,819.0,907.0,1008.75,1206
FGFR1 NM_001174067.2,2562,906.6850117096019,140.45347820890711,497,814.0,908.0,1015.0,1206
FGFR1 NM_001354367.2,2493,890.9839550742078,144.9137831880265,497,792.0,885.0,999.0,1206
FGFR1 NM_001354368.2,2190,908.0835616438357,134.98438349047592,497,821.0,908.0,1009.0,1206
FGFR1 NM_001354369.2,2487,891.6964213912344,144.35809563025734,497,793.0,886.0,999.0,1206
FGFR1 NM_001354370.2,2226,887.8301886792453,139.3147818952683,497,795.0,879.5,986.0,1206
FGFR1 NM_015850.4,2463,908.3191230207065,141.70190901753705,497,816.0,910.0,1019.0,1206
FGFR1 NM_023105.3,2202,906.9309718437784,135.7215183199929,497,819.0,907.0,1008.75,1206
FGFR1 NM_023106.3,2196,907.2299635701276,135.78489767506318,497,820.0,907.5,1009.0,1206
FGFR1 NM_023110.3,2469,908.0498177399757,141.6357451638216,497,814.0,909.0,1019.0,1206
FGFR2 NM_000141.5,2466,912.6646390916463,163.4208068272473,518,784.0,918.0,1026.75,1346
FGFR2 NM_001144913.1,2310,892.5878787878788,142.0637893745393,518,778.25,907.5,1001.0,1223
FGFR2 NM_001144914.1,2130,914.9164319248827,170.10792739701446,518,778.25,923.0,1032.0,1346
FGFR2 NM_001144915.2,2124,894.2933145009416,144.67139216939458,518,778.0,906.0,1008.0,1223
FGFR2 NM_001144916.2,2121,912.6614804337577,168.752362587167,518,779.0,912.0,1029.0,1346
