ID,total_length_of_exons,mean,std,min,25%,50%,75%,max
AKT1 NM_001014431.2,1443,699.3866943866943,120.5585079169432,383,609.0,716.0,797.0,926
AKT1 NM_001014432.2,1443,699.3866943866943,120.5585079169432,383,609.0,716.0,797.0,926
AKT1 NM_001382430.1,1443,699.3866943866943,120.5585079169432,383,609.0,716.0,797.0,926
AKT1 NM_001382431.1,1443,699.3866943866943,120.5585079169432,383,609.0,716.0,797.0,926
AKT1 NM_001382432.1,1443,699.3866943866943,120.5585079169432,383,609.0,716.0,797.0,926
AKT1 NM_001382433.1,1443,699.3866943866943,120.5585079169432,383,609.0,716.0,797.0,926
AKT1 NM_005163.2,1443,699.3866943866943,120.5585079169432,383,609.0,716.0,797.0,926
ALK NM_001353765.2,1659,900.8300180831826,96.09003262452637,574,845.5,909.0,958.0,1126
ALK NM_004304.5,4863,847.9714168208925,154.93749687029663,309,760.0,870.0,953.0,1168
APC NM_000038.6,8532,1018.3245428973277,170.43353820096993,460,913.75,1045.0,1136.0,1402
APC NM_001127510.3,8532,1018.3245428973277,170.43353820096993,460,913.75,1045.0,1136.0,1402
APC NM_001127511.3,8478,1022.4387827317763,169.98698703507966,460,918.0,1048.0,1140.0,1402
APC NM_001354895.2,8532,1018.3245428973277,170.43353820096993,460,913.75,1045.0,1136.0,1402
APC NM_001354896.2,8586,1018.208129513161,169.91655599576816,460,915.0,1044.5,1136.0,1402
APC NM_001354897.2,8562,1020.1451763606634,170.78889100908614,460,915.0,1046.0,1140.0,1402
APC NM_001354898.2,8457,1020.086082535178,170.5176101196502,460,915.0,1047.0,1139.0,1402
APC NM_001354899.2,8448,1020.6081912878788,169.64833825674822,460,917.0,1047.0,1138.0,1402
APC NM_001354900.2,8409,1021.2953977880842,168.04596829022196,460,916.0,1046.0,1138.0,1402
APC NM_001354901.2,8355,1021.4342309994015,168.5652479930881,460,916.0,1047.0,1139.0,1402
APC NM_001354902.2,8259,1022.5292408281874,170.79669204384317,460,916.0,1048.0,1142.0,1402
APC NM_001354903.2,8229,1020.6502612711143,170.45435559773324,460,915.0,1047.0,1139.0,1402
APC NM_001354904.2,8154,1022.4986509688497,170.5160846558282,460,916.0,1049.0,1141.0,1402
APC NM_001354905.2,8052,1023.9280923994039,168.46904559148672,460,917.0,1048.0,1141.0,1402
APC NM_001354906.2,7683,1040.5776389431212,156.06963046855498,460,946.5,1057.0,1145.0,1402
ATM NM_000051.4,9171,801.8752589684876,158.5607112745698,320,692.0,799.0,915.0,1234
ATM NM_001351834.2,9171,801.8752589684876,158.5607112745698,320,692.0,799.0,915.0,1234
ATM NM_001351835.2,339,781.1061946902655,101.4357898305805,529,715.0,784.0,840.5,970
ATM NM_001351836.2,339,781.1061946902655,101.4357898305805,529,715.0,784.0,840.5,970
BAP1 NM_004656.4,2190,782.8365296803653,118.95314554442628,461,706.0,786.0,873.0,1016
BRAF NM_001354609.2,2304,872.1714409722222,230.68186347586627,75,795.0,910.0,1031.25,1195
BRAF NM_001374244.1,2421,876.8413878562577,228.09200975579284,75,796.0,915.0,1037.0,1195
BRAF NM_001374258.1,2424,878.2429867986799,227.57239180642074,75,801.0,916.0,1037.0,1195
BRAF NM_001378467.1,2313,872.0376134889754,230.24502869463385,75,795.0,909.0,1031.0,1195
BRAF NM_001378468.1,2277,860.0180061484409,245.5310340699387,75,775.0,912.0,1032.0,1195
BRAF NM_001378469.1,2235,864.8013422818792,231.1259503433156,75,785.0,901.0,1025.0,1191
BRAF NM_001378470.1,2202,881.2806539509537,231.55113378758952,75,815.0,923.0,1036.0,1195
BRAF NM_001378471.1,2193,865.6735066119471,232.14229628764315,75,791.0,908.0,1025.0,1184
BRAF NM_001378472.1,2148,920.6689944134079,144.2755502473466,493,823.75,930.0,1039.0,1195
BRAF NM_001378473.1,2145,919.146386946387,145.50264466889635,493,820.0,930.0,1039.0,1195
BRAF NM_001378474.1,2136,873.6797752808989,243.62492091725778,0,793.0,931.5,1039.0,1195
BRAF NM_001378475.1,2040,855.9274509803921,237.91309987282366,75,781.0,887.0,1009.25,1195
BRAF NM_004333.6,2301,870.6888309430682,231.18609594395298,75,790.0,909.0,1032.0,1195
BRCA1 NM_007294.4,5592,800.6212446351931,136.0978425624694,415,710.0,823.0,897.0,1076
BRCA1 NM_007297.4,5451,803.5677857273895,136.05951187338772,415,714.0,826.0,899.0,1076
BRCA1 NM_007298.3,2280,683.5723684210526,110.39780885389595,415,599.0,679.0,767.25,906
BRCA1 NM_007299.4,2100,684.1957142857143,114.42955971244109,415,590.0,681.0,777.0,906
BRCA1 NM_007300.4,5655,798.0445623342175,137.52135555952597,415,703.0,821.0,896.0,1076
BRCA2 NM_000059.4,10257,728.1190406551623,106.75521560115892,445,663.0,722.0,790.0,1075
